Dim1Name,Zip,Dim2Name,Dim2Value,Date ,Count,
Zip,11358,Age Group,Ages 18-64 years,3/11/20,0,
Zip,11358,Age Group,Ages 18-64 years,3/12/20,4,
Zip,11358,Age Group,Ages 18-64 years,3/13/20,2,
Zip,11358,Age Group,Ages 18-64 years,3/14/20,1,
Zip,11358,Age Group,Ages 18-64 years,3/15/20,3,
Zip,11358,Age Group,Ages 18-64 years,3/16/20,0,
Zip,11358,Age Group,Ages 18-64 years,3/17/20,0,
Zip,11358,Age Group,Ages 18-64 years,3/18/20,1,
Zip,11358,Age Group,Ages 18-64 years,3/19/20,4,
Zip,11358,Age Group,Ages 18-64 years,3/20/20,1,
Zip,11358,Age Group,Ages 18-64 years,3/21/20,0,
Zip,11358,Age Group,Ages 18-64 years,3/22/20,2,
Zip,11358,Age Group,Ages 18-64 years,3/23/20,4,
Zip,11358,Age Group,Ages 18-64 years,3/24/20,1,
Zip,11358,Age Group,Ages 18-64 years,3/25/20,3,
Zip,11358,Age Group,Ages 18-64 years,3/26/20,0,
Zip,11358,Age Group,Ages 18-64 years,3/27/20,0,
Zip,11358,Age Group,Ages 65+ years,2/27/20,0,
Zip,11358,Age Group,Ages 65+ years,2/28/20,0,
Zip,11358,Age Group,Ages 65+ years,2/29/20,1,
Zip,11358,Age Group,Ages 65+ years,3/1/20,0,
Zip,11358,Age Group,Ages 65+ years,3/2/20,0,
Zip,11358,Age Group,Ages 65+ years,3/3/20,0,
Zip,11358,Age Group,Ages 65+ years,3/4/20,0,
Zip,11358,Age Group,Ages 65+ years,3/5/20,0,
Zip,11358,Age Group,Ages 65+ years,3/6/20,0,
Zip,11358,Age Group,Ages 65+ years,3/7/20,0,
Zip,11358,Age Group,Ages 65+ years,3/8/20,1,
Zip,11358,Age Group,Ages 65+ years,3/9/20,0,
Zip,11358,Age Group,Ages 65+ years,3/10/20,0,
Zip,11358,Age Group,Ages 65+ years,3/11/20,0,
Zip,11358,Age Group,Ages 65+ years,3/12/20,0,
Zip,11358,Age Group,Ages 65+ years,3/13/20,0,
Zip,11358,Age Group,Ages 65+ years,3/14/20,0,
Zip,11358,Age Group,Ages 65+ years,3/15/20,0,
Zip,11358,Age Group,Ages 65+ years,3/16/20,0,
Zip,11358,Age Group,Ages 65+ years,3/17/20,0,
Zip,11358,Age Group,Ages 65+ years,3/18/20,1,
Zip,11358,Age Group,Ages 65+ years,3/19/20,0,
Zip,11358,Age Group,Ages 65+ years,3/20/20,1,
Zip,11358,Age Group,Ages 65+ years,3/21/20,0,
Zip,11358,Age Group,Ages 65+ years,3/22/20,1,
Zip,11358,Age Group,Ages 65+ years,3/23/20,1,
Zip,11358,Age Group,Ages 65+ years,3/24/20,0,
Zip,11358,Age Group,Ages 65+ years,3/25/20,0,
Zip,11358,Age Group,Ages 65+ years,3/26/20,0,
Zip,11358,Age Group,Ages 65+ years,3/27/20,0,
Zip,11361,Age Group,All age groups,2/27/20,0,
Zip,11361,Age Group,All age groups,2/28/20,0,
Zip,11361,Age Group,All age groups,2/29/20,0,
Zip,11361,Age Group,All age groups,3/1/20,0,
Zip,11361,Age Group,All age groups,3/2/20,2,
Zip,11361,Age Group,All age groups,3/3/20,1,
Zip,11361,Age Group,All age groups,3/4/20,1,
Zip,11361,Age Group,All age groups,3/5/20,1,
Zip,11361,Age Group,All age groups,3/6/20,2,
Zip,11361,Age Group,All age groups,3/7/20,0,
Zip,11361,Age Group,All age groups,3/8/20,1,
Zip,11361,Age Group,All age groups,3/9/20,2,
Zip,11361,Age Group,All age groups,3/10/20,0,
Zip,11361,Age Group,All age groups,3/11/20,0,
Zip,11361,Age Group,All age groups,3/12/20,0,
Zip,11361,Age Group,All age groups,3/13/20,2,
Zip,11361,Age Group,All age groups,3/14/20,2,
Zip,11361,Age Group,All age groups,3/15/20,2,
Zip,11361,Age Group,All age groups,3/16/20,2,
Zip,11361,Age Group,All age groups,3/17/20,2,
Zip,11361,Age Group,All age groups,3/18/20,3,
Zip,11361,Age Group,All age groups,3/19/20,2,
Zip,11361,Age Group,All age groups,3/20/20,0,
Zip,11361,Age Group,All age groups,3/21/20,2,
Zip,11361,Age Group,All age groups,3/22/20,1,
Zip,11361,Age Group,All age groups,3/23/20,0,
Zip,11361,Age Group,All age groups,3/24/20,0,
Zip,11361,Age Group,All age groups,3/25/20,2,
Zip,11361,Age Group,All age groups,3/26/20,0,
Zip,11361,Age Group,All age groups,3/27/20,1,
Zip,11361,Age Group,Ages 0-4 years,2/28/20,0,
Zip,11361,Age Group,Ages 0-4 years,2/29/20,0,
Zip,11361,Age Group,Ages 0-4 years,3/1/20,0,
Zip,11361,Age Group,Ages 0-4 years,3/2/20,2,
Zip,11361,Age Group,Ages 0-4 years,3/3/20,0,
Zip,11361,Age Group,Ages 0-4 years,3/4/20,0,
Zip,11361,Age Group,Ages 0-4 years,3/5/20,0,
Zip,11361,Age Group,Ages 0-4 years,3/6/20,0,
Zip,11361,Age Group,Ages 0-4 years,3/7/20,0,
Zip,11361,Age Group,Ages 0-4 years,3/8/20,1,
Zip,11361,Age Group,Ages 0-4 years,3/9/20,1,
Zip,11361,Age Group,Ages 0-4 years,3/10/20,0,
Zip,11361,Age Group,Ages 0-4 years,3/11/20,0,
Zip,11361,Age Group,Ages 0-4 years,3/13/20,0,
Zip,11361,Age Group,Ages 0-4 years,3/14/20,0,
Zip,11361,Age Group,Ages 0-4 years,3/15/20,1,
Zip,11361,Age Group,Ages 0-4 years,3/16/20,0,
Zip,11361,Age Group,Ages 0-4 years,3/17/20,0,
Zip,11361,Age Group,Ages 0-4 years,3/18/20,0,
Zip,11361,Age Group,Ages 0-4 years,3/19/20,0,
Zip,11361,Age Group,Ages 0-4 years,3/20/20,0,
Zip,11361,Age Group,Ages 0-4 years,3/21/20,0,
Zip,11361,Age Group,Ages 0-4 years,3/22/20,0,
Zip,11361,Age Group,Ages 0-4 years,3/23/20,0,
Zip,11361,Age Group,Ages 0-4 years,3/24/20,0,
Zip,11361,Age Group,Ages 0-4 years,3/25/20,0,
Zip,11361,Age Group,Ages 0-4 years,3/26/20,0,
Zip,11361,Age Group,Ages 0-4 years,3/27/20,0,
Zip,11361,Age Group,Ages 5-17 years,2/27/20,0,
Zip,11361,Age Group,Ages 5-17 years,2/28/20,0,
Zip,11361,Age Group,Ages 5-17 years,2/29/20,0,
Zip,11361,Age Group,Ages 5-17 years,3/1/20,0,
Zip,11361,Age Group,Ages 5-17 years,3/2/20,0,
Zip,11361,Age Group,Ages 5-17 years,3/3/20,1,
Zip,11361,Age Group,Ages 5-17 years,3/4/20,0,
Zip,11361,Age Group,Ages 5-17 years,3/5/20,0,
Zip,11361,Age Group,Ages 5-17 years,3/6/20,0,
Zip,11361,Age Group,Ages 5-17 years,3/7/20,0,
Zip,11361,Age Group,Ages 5-17 years,3/8/20,0,
Zip,11361,Age Group,Ages 5-17 years,3/9/20,0,
Zip,11361,Age Group,Ages 5-17 years,3/10/20,0,
Zip,11361,Age Group,Ages 5-17 years,3/11/20,0,
Zip,11361,Age Group,Ages 5-17 years,3/12/20,0,
Zip,11361,Age Group,Ages 5-17 years,3/13/20,0,
Zip,11361,Age Group,Ages 5-17 years,3/14/20,0,
Zip,11361,Age Group,Ages 5-17 years,3/15/20,0,
Zip,11361,Age Group,Ages 5-17 years,3/16/20,0,
Zip,11361,Age Group,Ages 5-17 years,3/17/20,0,
Zip,11361,Age Group,Ages 5-17 years,3/18/20,0,
Zip,11361,Age Group,Ages 5-17 years,3/21/20,0,
Zip,11361,Age Group,Ages 5-17 years,3/22/20,0,
Zip,11361,Age Group,Ages 5-17 years,3/23/20,0,
Zip,11361,Age Group,Ages 5-17 years,3/24/20,0,
Zip,11361,Age Group,Ages 5-17 years,3/25/20,0,
Zip,11361,Age Group,Ages 5-17 years,3/26/20,0,
Zip,11361,Age Group,Ages 5-17 years,3/27/20,0,
Zip,11361,Age Group,Ages 18-64 years,2/27/20,0,
Zip,11361,Age Group,Ages 18-64 years,2/28/20,0,
Zip,11361,Age Group,Ages 18-64 years,2/29/20,0,
Zip,11361,Age Group,Ages 18-64 years,3/1/20,0,
Zip,11361,Age Group,Ages 18-64 years,3/2/20,0,
Zip,11361,Age Group,Ages 18-64 years,3/3/20,0,
Zip,11361,Age Group,Ages 18-64 years,3/4/20,1,
Zip,11361,Age Group,Ages 18-64 years,3/5/20,1,
Zip,11361,Age Group,Ages 18-64 years,3/6/20,2,
Zip,11361,Age Group,Ages 18-64 years,3/7/20,0,
Zip,11361,Age Group,Ages 18-64 years,3/8/20,0,
Zip,11361,Age Group,Ages 18-64 years,3/9/20,1,
Zip,11361,Age Group,Ages 18-64 years,3/10/20,0,
Zip,11361,Age Group,Ages 18-64 years,3/11/20,0,
Zip,11361,Age Group,Ages 18-64 years,3/12/20,0,
Zip,11361,Age Group,Ages 18-64 years,3/13/20,2,
Zip,11361,Age Group,Ages 18-64 years,3/14/20,2,
Zip,11361,Age Group,Ages 18-64 years,3/15/20,1,
Zip,11361,Age Group,Ages 18-64 years,3/16/20,2,
Zip,11361,Age Group,Ages 18-64 years,3/17/20,2,
Zip,11361,Age Group,Ages 18-64 years,3/18/20,2,
Zip,11361,Age Group,Ages 18-64 years,3/19/20,1,
Zip,11361,Age Group,Ages 18-64 years,3/20/20,0,
Zip,11361,Age Group,Ages 18-64 years,3/21/20,2,
Zip,11361,Age Group,Ages 18-64 years,3/22/20,1,
Zip,11361,Age Group,Ages 18-64 years,3/23/20,0,
Zip,11361,Age Group,Ages 18-64 years,3/24/20,0,
Zip,11361,Age Group,Ages 18-64 years,3/25/20,2,
Zip,11361,Age Group,Ages 18-64 years,3/26/20,0,
Zip,11361,Age Group,Ages 18-64 years,3/27/20,1,
Zip,11361,Age Group,Ages 65+ years,2/27/20,0,
Zip,11361,Age Group,Ages 65+ years,2/28/20,0,
Zip,11361,Age Group,Ages 65+ years,2/29/20,0,
Zip,11361,Age Group,Ages 65+ years,3/1/20,0,
Zip,11361,Age Group,Ages 65+ years,3/2/20,0,
Zip,11361,Age Group,Ages 65+ years,3/3/20,0,
Zip,11361,Age Group,Ages 65+ years,3/4/20,0,
Zip,11361,Age Group,Ages 65+ years,3/5/20,0,
Zip,11361,Age Group,Ages 65+ years,3/6/20,0,
Zip,11361,Age Group,Ages 65+ years,3/7/20,0,
Zip,11361,Age Group,Ages 65+ years,3/8/20,0,
Zip,11361,Age Group,Ages 65+ years,3/9/20,0,
Zip,11361,Age Group,Ages 65+ years,3/10/20,0,
Zip,11361,Age Group,Ages 65+ years,3/11/20,0,
Zip,11361,Age Group,Ages 65+ years,3/12/20,0,
Zip,11361,Age Group,Ages 65+ years,3/13/20,0,
Zip,11361,Age Group,Ages 65+ years,3/14/20,0,
Zip,11361,Age Group,Ages 65+ years,3/15/20,0,
Zip,11361,Age Group,Ages 65+ years,3/16/20,0,
Zip,11361,Age Group,Ages 65+ years,3/17/20,0,
Zip,11361,Age Group,Ages 65+ years,3/18/20,1,
Zip,11361,Age Group,Ages 65+ years,3/19/20,1,
Zip,11361,Age Group,Ages 65+ years,3/20/20,0,
Zip,11361,Age Group,Ages 65+ years,3/21/20,0,
Zip,11361,Age Group,Ages 65+ years,3/22/20,0,
Zip,11361,Age Group,Ages 65+ years,3/23/20,0,
Zip,11361,Age Group,Ages 65+ years,3/24/20,0,
Zip,11361,Age Group,Ages 65+ years,3/25/20,0,
Zip,11361,Age Group,Ages 65+ years,3/26/20,0,
Zip,11361,Age Group,Ages 65+ years,3/27/20,0,
Zip,11364,Age Group,All age groups,2/27/20,1,
Zip,11364,Age Group,All age groups,2/28/20,0,
Zip,11364,Age Group,All age groups,2/29/20,0,
Zip,11364,Age Group,All age groups,3/1/20,0,
Zip,11364,Age Group,All age groups,3/2/20,1,
Zip,11364,Age Group,All age groups,3/3/20,0,
Zip,11364,Age Group,All age groups,3/4/20,0,
Zip,11364,Age Group,All age groups,3/5/20,1,
Zip,11364,Age Group,All age groups,3/6/20,1,
Zip,11364,Age Group,All age groups,3/7/20,0,
Zip,11364,Age Group,All age groups,3/8/20,0,
Zip,11364,Age Group,All age groups,3/9/20,0,
Zip,11364,Age Group,All age groups,3/10/20,0,
Zip,11364,Age Group,All age groups,3/11/20,1,
Zip,11364,Age Group,All age groups,3/12/20,1,
Zip,11364,Age Group,All age groups,3/13/20,1,
Zip,11364,Age Group,All age groups,3/14/20,1,
Zip,11364,Age Group,All age groups,3/15/20,1,
Zip,11364,Age Group,All age groups,3/16/20,0,
Zip,11364,Age Group,All age groups,3/17/20,2,
Zip,11364,Age Group,All age groups,3/18/20,0,
Zip,11364,Age Group,All age groups,3/19/20,1,
Zip,11364,Age Group,All age groups,3/20/20,1,
Zip,11364,Age Group,All age groups,3/21/20,1,
Zip,11364,Age Group,All age groups,3/22/20,1,
Zip,11364,Age Group,All age groups,3/23/20,2,
Zip,11364,Age Group,All age groups,3/24/20,2,
Zip,11364,Age Group,All age groups,3/25/20,1,
Zip,11364,Age Group,All age groups,3/26/20,1,
Zip,11364,Age Group,All age groups,3/27/20,2,
Zip,11364,Age Group,Ages 0-4 years,2/28/20,0,
Zip,11364,Age Group,Ages 0-4 years,2/29/20,0,
Zip,11364,Age Group,Ages 0-4 years,3/1/20,0,
Zip,11364,Age Group,Ages 0-4 years,3/2/20,0,
Zip,11364,Age Group,Ages 0-4 years,3/3/20,0,
Zip,11364,Age Group,Ages 0-4 years,3/4/20,0,
Zip,11364,Age Group,Ages 0-4 years,3/5/20,0,
Zip,11364,Age Group,Ages 0-4 years,3/6/20,0,
Zip,11364,Age Group,Ages 0-4 years,3/7/20,0,
Zip,11364,Age Group,Ages 0-4 years,3/8/20,0,
Zip,11364,Age Group,Ages 0-4 years,3/9/20,0,
Zip,11364,Age Group,Ages 0-4 years,3/10/20,0,
Zip,11364,Age Group,Ages 0-4 years,3/11/20,1,
Zip,11364,Age Group,Ages 0-4 years,3/12/20,0,
Zip,11364,Age Group,Ages 0-4 years,3/14/20,0,
Zip,11364,Age Group,Ages 0-4 years,3/15/20,0,
Zip,11364,Age Group,Ages 0-4 years,3/17/20,0,
Zip,11364,Age Group,Ages 0-4 years,3/18/20,0,
Zip,11364,Age Group,Ages 0-4 years,3/19/20,0,
Zip,11364,Age Group,Ages 0-4 years,3/20/20,0,
Zip,11364,Age Group,Ages 0-4 years,3/21/20,0,
Zip,11364,Age Group,Ages 0-4 years,3/22/20,0,
Zip,11364,Age Group,Ages 0-4 years,3/24/20,0,
Zip,11364,Age Group,Ages 0-4 years,3/25/20,0,
Zip,11364,Age Group,Ages 0-4 years,3/26/20,0,
Zip,11364,Age Group,Ages 0-4 years,3/27/20,0,
Zip,11364,Age Group,Ages 5-17 years,2/27/20,0,
Zip,11364,Age Group,Ages 5-17 years,2/28/20,0,
Zip,11364,Age Group,Ages 5-17 years,2/29/20,0,
Zip,11364,Age Group,Ages 5-17 years,3/1/20,0,
Zip,11364,Age Group,Ages 5-17 years,3/2/20,0,
Zip,11364,Age Group,Ages 5-17 years,3/3/20,0,
Zip,11364,Age Group,Ages 5-17 years,3/4/20,0,
Zip,11364,Age Group,Ages 5-17 years,3/5/20,0,
Zip,11364,Age Group,Ages 5-17 years,3/6/20,0,
Zip,11364,Age Group,Ages 5-17 years,3/7/20,0,
Zip,11364,Age Group,Ages 5-17 years,3/8/20,0,
Zip,11364,Age Group,Ages 5-17 years,3/9/20,0,
Zip,11364,Age Group,Ages 5-17 years,3/10/20,0,
Zip,11364,Age Group,Ages 5-17 years,3/11/20,0,
Zip,11364,Age Group,Ages 5-17 years,3/12/20,0,
Zip,11364,Age Group,Ages 5-17 years,3/13/20,0,
Zip,11364,Age Group,Ages 5-17 years,3/14/20,0,
Zip,11364,Age Group,Ages 5-17 years,3/15/20,0,
Zip,11364,Age Group,Ages 5-17 years,3/17/20,0,
Zip,11364,Age Group,Ages 5-17 years,3/18/20,0,
Zip,11364,Age Group,Ages 5-17 years,3/20/20,0,
Zip,11364,Age Group,Ages 5-17 years,3/21/20,0,
Zip,11364,Age Group,Ages 5-17 years,3/23/20,0,
Zip,11364,Age Group,Ages 5-17 years,3/25/20,0,
Zip,11364,Age Group,Ages 5-17 years,3/26/20,0,
Zip,11364,Age Group,Ages 5-17 years,3/27/20,1,
Zip,11364,Age Group,Ages 18-64 years,2/27/20,1,
Zip,11364,Age Group,Ages 18-64 years,2/28/20,0,
Zip,11364,Age Group,Ages 18-64 years,2/29/20,0,
Zip,11364,Age Group,Ages 18-64 years,3/1/20,0,
Zip,11364,Age Group,Ages 18-64 years,3/2/20,1,
Zip,11364,Age Group,Ages 18-64 years,3/3/20,0,
Zip,11364,Age Group,Ages 18-64 years,3/4/20,0,
Zip,11364,Age Group,Ages 18-64 years,3/5/20,0,
Zip,11364,Age Group,Ages 18-64 years,3/6/20,1,
Zip,11364,Age Group,Ages 18-64 years,3/7/20,0,
Zip,11364,Age Group,Ages 18-64 years,3/8/20,0,
Zip,11364,Age Group,Ages 18-64 years,3/9/20,0,
Zip,11364,Age Group,Ages 18-64 years,3/10/20,0,
Zip,11364,Age Group,Ages 18-64 years,3/11/20,0,
Zip,11364,Age Group,Ages 18-64 years,3/12/20,1,
Zip,11364,Age Group,Ages 18-64 years,3/13/20,0,
Zip,11364,Age Group,Ages 18-64 years,3/14/20,1,
Zip,11364,Age Group,Ages 18-64 years,3/15/20,1,
Zip,11364,Age Group,Ages 18-64 years,3/16/20,0,
Zip,11364,Age Group,Ages 18-64 years,3/17/20,2,
Zip,11364,Age Group,Ages 18-64 years,3/18/20,0,
Zip,11364,Age Group,Ages 18-64 years,3/19/20,1,
Zip,11364,Age Group,Ages 18-64 years,3/20/20,1,
Zip,11364,Age Group,Ages 18-64 years,3/21/20,0,
Zip,11364,Age Group,Ages 18-64 years,3/22/20,1,
Zip,11364,Age Group,Ages 18-64 years,3/23/20,1,
Zip,11364,Age Group,Ages 18-64 years,3/24/20,1,
Zip,11364,Age Group,Ages 18-64 years,3/25/20,1,
Zip,11364,Age Group,Ages 18-64 years,3/26/20,1,
Zip,11364,Age Group,Ages 18-64 years,3/27/20,1,
Zip,11364,Age Group,Ages 65+ years,2/27/20,0,
Zip,11364,Age Group,Ages 65+ years,2/28/20,0,
Zip,11364,Age Group,Ages 65+ years,2/29/20,0,
Zip,11364,Age Group,Ages 65+ years,3/1/20,0,
Zip,11364,Age Group,Ages 65+ years,3/2/20,0,
Zip,11364,Age Group,Ages 65+ years,3/3/20,0,
Zip,11364,Age Group,Ages 65+ years,3/4/20,0,
Zip,11364,Age Group,Ages 65+ years,3/5/20,1,
Zip,11364,Age Group,Ages 65+ years,3/6/20,0,
Zip,11364,Age Group,Ages 65+ years,3/7/20,0,
Zip,11364,Age Group,Ages 65+ years,3/8/20,0,
Zip,11364,Age Group,Ages 65+ years,3/9/20,0,
Zip,11364,Age Group,Ages 65+ years,3/10/20,0,
Zip,11364,Age Group,Ages 65+ years,3/11/20,0,
Zip,11364,Age Group,Ages 65+ years,3/12/20,0,
Zip,11364,Age Group,Ages 65+ years,3/13/20,1,
Zip,11364,Age Group,Ages 65+ years,3/14/20,0,
Zip,11364,Age Group,Ages 65+ years,3/15/20,0,
Zip,11364,Age Group,Ages 65+ years,3/16/20,0,
Zip,11364,Age Group,Ages 65+ years,3/17/20,0,
Zip,11364,Age Group,Ages 65+ years,3/18/20,0,
Zip,11364,Age Group,Ages 65+ years,3/19/20,0,
Zip,11364,Age Group,Ages 65+ years,3/20/20,0,
Zip,11364,Age Group,Ages 65+ years,3/21/20,1,
Zip,11364,Age Group,Ages 65+ years,3/22/20,0,
Zip,11364,Age Group,Ages 65+ years,3/23/20,1,
Zip,11364,Age Group,Ages 65+ years,3/24/20,1,
Zip,11364,Age Group,Ages 65+ years,3/25/20,0,
Zip,11364,Age Group,Ages 65+ years,3/26/20,0,
Zip,11364,Age Group,Ages 65+ years,3/27/20,0,
Zip,11365,Age Group,All age groups,2/27/20,1,
Zip,11365,Age Group,All age groups,2/28/20,1,
Zip,11365,Age Group,All age groups,2/29/20,0,
Zip,11365,Age Group,All age groups,3/1/20,1,
Zip,11365,Age Group,All age groups,3/2/20,3,
Zip,11365,Age Group,All age groups,3/3/20,3,
Zip,11365,Age Group,All age groups,3/4/20,2,
Zip,11365,Age Group,All age groups,3/5/20,4,
Zip,11365,Age Group,All age groups,3/6/20,0,
Zip,11365,Age Group,All age groups,3/7/20,2,
Zip,11365,Age Group,All age groups,3/8/20,3,
Zip,11365,Age Group,All age groups,3/9/20,8,
Zip,11365,Age Group,All age groups,3/10/20,4,
Zip,11365,Age Group,All age groups,3/11/20,2,
Zip,11365,Age Group,All age groups,3/12/20,7,
Zip,11365,Age Group,All age groups,3/13/20,1,
Zip,11365,Age Group,All age groups,3/14/20,4,
Zip,11365,Age Group,All age groups,3/15/20,3,
Zip,11365,Age Group,All age groups,3/16/20,2,
Zip,11365,Age Group,All age groups,3/17/20,8,
Zip,11365,Age Group,All age groups,3/18/20,3,
Zip,11365,Age Group,All age groups,3/19/20,4,
Zip,11365,Age Group,All age groups,3/20/20,4,
Zip,11365,Age Group,All age groups,3/21/20,5,
Zip,11365,Age Group,All age groups,3/22/20,11,
Zip,11365,Age Group,All age groups,3/23/20,12,
Zip,11365,Age Group,All age groups,3/24/20,1,
Zip,11365,Age Group,All age groups,3/25/20,3,
Zip,11365,Age Group,All age groups,3/26/20,5,
Zip,11365,Age Group,All age groups,3/27/20,4,
Zip,11365,Age Group,Ages 0-4 years,2/27/20,0,
Zip,11365,Age Group,Ages 0-4 years,2/28/20,0,
Zip,11365,Age Group,Ages 0-4 years,2/29/20,0,
Zip,11365,Age Group,Ages 0-4 years,3/1/20,1,
Zip,11365,Age Group,Ages 0-4 years,3/2/20,1,
Zip,11365,Age Group,Ages 0-4 years,3/3/20,1,
Zip,11365,Age Group,Ages 0-4 years,3/4/20,0,
Zip,11365,Age Group,Ages 0-4 years,3/5/20,0,
Zip,11365,Age Group,Ages 0-4 years,3/6/20,0,
Zip,11365,Age Group,Ages 0-4 years,3/7/20,0,
Zip,11365,Age Group,Ages 0-4 years,3/8/20,0,
Zip,11365,Age Group,Ages 0-4 years,3/9/20,0,
Zip,11365,Age Group,Ages 0-4 years,3/10/20,0,
Zip,11365,Age Group,Ages 0-4 years,3/11/20,0,
Zip,11365,Age Group,Ages 0-4 years,3/12/20,1,
Zip,11365,Age Group,Ages 0-4 years,3/13/20,0,
Zip,11365,Age Group,Ages 0-4 years,3/14/20,0,
Zip,11365,Age Group,Ages 0-4 years,3/15/20,0,
Zip,11365,Age Group,Ages 0-4 years,3/16/20,0,
Zip,11365,Age Group,Ages 0-4 years,3/17/20,0,
Zip,11365,Age Group,Ages 0-4 years,3/18/20,1,
Zip,11365,Age Group,Ages 0-4 years,3/19/20,0,
Zip,11365,Age Group,Ages 0-4 years,3/20/20,1,
Zip,11365,Age Group,Ages 0-4 years,3/21/20,0,
Zip,11365,Age Group,Ages 0-4 years,3/22/20,0,
Zip,11365,Age Group,Ages 0-4 years,3/23/20,0,
Zip,11365,Age Group,Ages 0-4 years,3/24/20,0,
Zip,11365,Age Group,Ages 0-4 years,3/25/20,0,
Zip,11365,Age Group,Ages 0-4 years,3/26/20,0,
Zip,11365,Age Group,Ages 0-4 years,3/27/20,0,
Zip,11365,Age Group,Ages 5-17 years,2/27/20,1,
Zip,11365,Age Group,Ages 5-17 years,2/28/20,1,
Zip,11365,Age Group,Ages 5-17 years,2/29/20,0,
Zip,11365,Age Group,Ages 5-17 years,3/1/20,0,
Zip,11365,Age Group,Ages 5-17 years,3/2/20,1,
Zip,11365,Age Group,Ages 5-17 years,3/3/20,1,
Zip,11365,Age Group,Ages 5-17 years,3/4/20,1,
Zip,11365,Age Group,Ages 5-17 years,3/5/20,2,
Zip,11365,Age Group,Ages 5-17 years,3/6/20,0,
Zip,11365,Age Group,Ages 5-17 years,3/7/20,1,
Zip,11365,Age Group,Ages 5-17 years,3/8/20,2,
Zip,11365,Age Group,Ages 5-17 years,3/9/20,2,
Zip,11365,Age Group,Ages 5-17 years,3/10/20,1,
Zip,11365,Age Group,Ages 5-17 years,3/11/20,1,
Zip,11365,Age Group,Ages 5-17 years,3/12/20,0,
Zip,11365,Age Group,Ages 5-17 years,3/13/20,0,
Zip,11365,Age Group,Ages 5-17 years,3/14/20,1,
Zip,11365,Age Group,Ages 5-17 years,3/15/20,1,
Zip,11365,Age Group,Ages 5-17 years,3/16/20,0,
Zip,11365,Age Group,Ages 5-17 years,3/17/20,0,
Zip,11365,Age Group,Ages 5-17 years,3/18/20,0,
Zip,11365,Age Group,Ages 5-17 years,3/19/20,1,
Zip,11365,Age Group,Ages 5-17 years,3/20/20,1,
Zip,11365,Age Group,Ages 5-17 years,3/21/20,0,
Zip,11365,Age Group,Ages 5-17 years,3/22/20,0,
Zip,11365,Age Group,Ages 5-17 years,3/23/20,0,
Zip,11365,Age Group,Ages 5-17 years,3/24/20,0,
Zip,11365,Age Group,Ages 5-17 years,3/25/20,0,
Zip,11365,Age Group,Ages 5-17 years,3/26/20,0,
Zip,11365,Age Group,Ages 5-17 years,3/27/20,0,
Zip,11365,Age Group,Ages 18-64 years,2/27/20,0,
Zip,11365,Age Group,Ages 18-64 years,2/28/20,0,
Zip,11365,Age Group,Ages 18-64 years,2/29/20,0,
Zip,11365,Age Group,Ages 18-64 years,3/1/20,0,
Zip,11365,Age Group,Ages 18-64 years,3/2/20,1,
Zip,11365,Age Group,Ages 18-64 years,3/3/20,1,
Zip,11365,Age Group,Ages 18-64 years,3/4/20,1,
Zip,11365,Age Group,Ages 18-64 years,3/5/20,2,
Zip,11365,Age Group,Ages 18-64 years,3/6/20,0,
Zip,11365,Age Group,Ages 18-64 years,3/7/20,1,
Zip,11365,Age Group,Ages 18-64 years,3/8/20,1,
Zip,11365,Age Group,Ages 18-64 years,3/9/20,5,
Zip,11365,Age Group,Ages 18-64 years,3/10/20,3,
Zip,11365,Age Group,Ages 18-64 years,3/11/20,0,
Zip,11365,Age Group,Ages 18-64 years,3/12/20,5,
Zip,11365,Age Group,Ages 18-64 years,3/13/20,1,
Zip,11365,Age Group,Ages 18-64 years,3/14/20,2,
Zip,11365,Age Group,Ages 18-64 years,3/15/20,2,
Zip,11365,Age Group,Ages 18-64 years,3/16/20,0,
Zip,11365,Age Group,Ages 18-64 years,3/17/20,7,
Zip,11365,Age Group,Ages 18-64 years,3/18/20,2,
Zip,11365,Age Group,Ages 18-64 years,3/19/20,2,
Zip,11365,Age Group,Ages 18-64 years,3/20/20,2,
Zip,11365,Age Group,Ages 18-64 years,3/21/20,4,
Zip,11365,Age Group,Ages 18-64 years,3/22/20,9,
Zip,11365,Age Group,Ages 18-64 years,3/23/20,10,
Zip,11365,Age Group,Ages 18-64 years,3/24/20,1,
Zip,11365,Age Group,Ages 18-64 years,3/25/20,3,
Zip,11365,Age Group,Ages 18-64 years,3/26/20,4,
Zip,11365,Age Group,Ages 18-64 years,3/27/20,3,
Zip,11365,Age Group,Ages 65+ years,2/27/20,0,
Zip,11365,Age Group,Ages 65+ years,2/28/20,0,
Zip,11365,Age Group,Ages 65+ years,2/29/20,0,
Zip,11365,Age Group,Ages 65+ years,3/1/20,0,
Zip,11365,Age Group,Ages 65+ years,3/2/20,0,
Zip,11365,Age Group,Ages 65+ years,3/3/20,0,
Zip,11365,Age Group,Ages 65+ years,3/4/20,0,
Zip,11365,Age Group,Ages 65+ years,3/5/20,0,
Zip,11365,Age Group,Ages 65+ years,3/6/20,0,
Zip,11365,Age Group,Ages 65+ years,3/7/20,0,
Zip,11365,Age Group,Ages 65+ years,3/8/20,0,
Zip,11365,Age Group,Ages 65+ years,3/9/20,1,
Zip,11365,Age Group,Ages 65+ years,3/10/20,0,
